2026-03-17T17:32:13|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/101|Fix #100: Add celebration entry to agent-collaboration-test.txt
2026-03-17T17:21:36|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/99|fix: agent must STOP after posting review request
2026-03-17T17:05:02|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/96|fix: use inline token for git push, do not modify remote URL
2026-03-17T17:03:23|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/95|fix: deduplicate label routing — only trigger on labeled event
2026-03-17T16:54:15|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/92|fix: combine finishing work steps into one command
2026-03-17T16:54:31|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/91|Fix #90: Add celebration entry to collaboration test log
2026-03-17T16:08:06|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/89|fix: always pull latest main before creating feature branch
2026-03-17T15:43:16|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/87|fix: handle tmux send-keys failure in offline detection
2026-03-17T14:51:06|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/83|fix: route discussion to issues, remove starting work comment
2026-03-17T12:44:22|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/69|feat: add iterative review loop to agent lifecycle rules
2026-03-17T11:58:56|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/66|chore: add agent collaboration test file
2026-03-17T11:54:56|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/65|fix: single-line PR body template with @mention
2026-03-17T11:51:01|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/64|chore: add no-console eslint rule
2026-03-17T11:42:34|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/59|chore: add description to package.json
2026-03-17T11:34:36|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/55|feat: update agent rules with lifecycle and PR body mention
2026-03-17T11:34:44|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/54|Fix #53: Add description field to agent-config.json
2026-03-17T10:44:47|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/46|Fix #45: add .editorconfig for consistent formatting
2026-03-17T10:16:51|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/43|Fix #42: Add .nvmrc with Node 22
2026-03-17T10:45:02|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/40|Fix #39: Add .editorconfig for consistent formatting
2026-03-17T02:57:56|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/38|Fix #37: Add LICENSE header to agent-router.yml
2026-03-17T02:43:09|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/36|fix: route @mentions in PR body to agents
2026-03-17T02:43:06|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/35|docs: add CONTRIBUTORS.md listing bot contributors
2026-03-17T02:43:10|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/34|Agent router does not route @mentions in PR body
2026-03-17T02:18:41|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/31|Fix #30: Add agent maintainer comment to README.md
2026-03-16T04:21:15|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/27|fix: use @me for project owner in board sync
2026-03-16T04:14:42|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/24|fix: use full tmux path for SSH commands
2026-03-16T04:02:45|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/21|fix: add --repo flag to gh commands in agent router
2026-03-16T03:58:40|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/19|feat: multi-agent GitHub coordination PoC
2026-03-15T15:56:11|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/17|fix: fail early in E2E workflow when API key is missing
2026-03-15T16:02:49|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/15|chore: bump @anthropic-ai/claude-agent-sdk from 0.2.72 to 0.2.76
2026-03-15T16:01:48|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/11|ci: bump actions/setup-node from 4.4.0 to 6.3.0
2026-03-15T16:02:10|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/10|chore: bump eslint from 9.39.4 to 10.0.3
2026-03-15T16:01:45|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/9|ci: bump github/codeql-action from 3.29.0 to 4.32.6
2026-03-15T16:01:42|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/8|ci: bump actions/checkout from 4.2.2 to 6.0.2
2026-03-15T12:09:07|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/7|feat: add GitHub repository setup
2026-03-14T10:26:38|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/pull/6|fix: resolve output paths to absolute, remove silent maxTurns multiplier
2026-03-14T10:26:01|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/5|Agents silently skip writing output unless prompt explicitly instructs them
2026-03-14T10:25:50|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/4|Plugin MCP servers require overly broad setting_sources configuration
2026-03-14T10:10:08|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/3|Bug: max_turns silently multiplied by 3 in agent-teams strategy
2026-03-14T10:10:06|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/2|Bug: work_dir causes output files to be written to wrong location
2026-03-14T10:19:25|groundnuty|closure|https://github.com/groundnuty/claude-plan-composer/issues/1|Bug: agent-teams strategy missing 'Agent' tool — advocates never spawn
